#TYPE Microsoft.ActiveDirectory.Management.ADAccount
"AccountExpirationDate","DistinguishedName","Enabled","LastLogonDate","LockedOut","Name","ObjectClass","ObjectGUID","PasswordExpired","PasswordNeverExpires","SamAccountName","SID","UserPrincipalName"
,"CN=KF-W7,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","1/9/2017 3:17:16 PM","False","KF-W7","computer","466aaa2f-aadc-4da4-87fd-4f834c2502a2","False","False","KF-W7$","S-1-5-21-689311476-2703878803-1764524066-3163",
,"CN=cltlncddanals,OU=Macs,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","3/16/2017 8:05:34 AM","False","cltlncddanals","computer","3b017b81-7dfb-4dd7-bd79-e454bbbe3ce5","False","False","cltlncddanals$","S-1-5-21-689311476-2703878803-1764524066-3251",
,"CN=CLTLNCMLUBRESKY,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","11/14/2016 11:14:06 AM","False","CLTLNCMLUBRESKY","computer","a8432277-135d-4250-8fa1-776faa542a7d","False","False","CLTLNCMLUBRESKY$","S-1-5-21-689311476-2703878803-1764524066-3268",
,"CN=WKUYDALAPTOP,OU=MI,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","5/1/2015 4:18:10 PM","False","WKUYDALAPTOP","computer","2c560969-088c-45c5-be08-38b5e2c8b039","False","False","WKUYDALAPTOP$","S-1-5-21-689311476-2703878803-1764524066-1799",
,"CN=CLTLNCWHPICKLNE,OU=Warehouse,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","5/3/2018 11:09:41 AM","False","CLTLNCWHPICKLNE","computer","e6a9deb4-51a5-4c61-a661-d061a7dfd68b","False","False","CLTLNCWHPICKLNE$","S-1-5-21-689311476-2703878803-1764524066-3813",
,"CN=HWKLGF1,OU=MI,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","9/27/2015 1:22:28 PM","False","HWKLGF1","computer","5c905f5a-48fe-4992-937b-9d5e29fdde98","False","False","HWKLGF1$","S-1-5-21-689311476-2703878803-1764524066-3659",
,"CN=CLTLNCLSHOE,OU=Warehouse,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","7/8/2018 8:36:08 AM","False","CLTLNCLSHOE","computer","739dd356-d411-4010-b635-f7f328b47fde","False","False","CLTLNCLSHOE$","S-1-5-21-689311476-2703878803-1764524066-3808",
,"CN=CLTLNSBENNICK,OU=Warehouse,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","9/19/2018 3:25:05 PM","False","CLTLNSBENNICK","computer","e35f79b2-afa8-4c65-b82d-f17ab5fd9e20","False","False","CLTLNSBENNICK$","S-1-5-21-689311476-2703878803-1764524066-3814",
,"CN=CLTLNBBOSMAN,OU=MI,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","10/29/2015 5:09:03 AM","False","CLTLNBBOSMAN","computer","75a2926e-3082-4647-8819-64b6c7da5409","False","False","CLTLNBBOSMAN$","S-1-5-21-689311476-2703878803-1764524066-2776",
,"CN=CLTLNC-CLIENT1,OU=VMs,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","5/30/2016 7:59:12 PM","False","CLTLNC-CLIENT1","computer","2e013ad8-d571-497f-b65c-ec14f6e35ac1","False","False","CLTLNC-CLIENT1$","S-1-5-21-689311476-2703878803-1764524066-3852",
,"CN=CLTLNCSYANG,OU=Warehouse,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","1/5/2018 8:43:52 AM","False","CLTLNCSYANG","computer","90e0d512-7a0c-4f62-92c5-c1d5286ef514","False","False","CLTLNCSYANG$","S-1-5-21-689311476-2703878803-1764524066-3812",
,"CN=CLTLNMGEAR,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","11/11/2015 1:33:24 PM","False","CLTLNMGEAR","computer","e0d26e13-1893-420a-a287-0303d443e216","False","False","CLTLNMGEAR$","S-1-5-21-689311476-2703878803-1764524066-3201",
,"CN=CLTLNCSHIP06,OU=Warehouse,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","3/8/2016 9:57:21 AM","False","CLTLNCSHIP06","computer","810e2bb8-2bfa-4631-a49a-0d71f64a0ebc","False","False","CLTLNCSHIP06$","S-1-5-21-689311476-2703878803-1764524066-3262",
,"CN=cltlnsgmac,OU=Macs,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","3/5/2018 8:09:25 AM","False","cltlnsgmac","computer","23bbe2c7-978d-459a-86f7-c398390ae3a5","False","False","cltlnsgmac$","S-1-5-21-689311476-2703878803-1764524066-3204",
,"CN=CLTLNPBURGESS,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","3/22/2016 2:46:31 PM","False","CLTLNPBURGESS","computer","45fc17c3-690a-4621-a4ad-ef53a72ae662","False","False","CLTLNPBURGESS$","S-1-5-21-689311476-2703878803-1764524066-3270",
,"CN=CLTLNENT2,OU=TBD,OU=Computers,OU=corporate,DC=lionel,DC=com","True","3/11/2015 9:52:11 AM","False","CLTLNENT2","computer","92ea0438-885a-4e06-90be-5c52abc8f72f","False","False","CLTLNENT2$","S-1-5-21-689311476-2703878803-1764524066-6648",
,"CN=LN-HP,OU=App Installer,OU=Computers,OU=corporate,DC=lionel,DC=com","True","1/19/2015 12:06:19 PM","False","LN-HP","computer","17313400-d5a5-426b-88a6-931ee056bfad","False","False","LN-HP$","S-1-5-21-689311476-2703878803-1764524066-3276",
,"CN=CLTLNTJONES,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","6/21/2016 7:51:02 AM","False","CLTLNTJONES","computer","93ed6e03-9511-4d70-aa16-ef612e5a8585","False","False","CLTLNTJONES$","S-1-5-21-689311476-2703878803-1764524066-3277",
,"CN=CLTLNHHITCHCOCK,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","9/16/2016 10:51:14 AM","False","CLTLNHHITCHCOCK","computer","8d84d9eb-a981-48b1-9b33-e80e045cb5d1","False","False","CLTLNHHITCHCOCK$","S-1-5-21-689311476-2703878803-1764524066-6660",
,"CN=cltlnmhitch,OU=Macs,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","4/25/2016 10:46:47 AM","False","cltlnmhitch","computer","9482443f-9327-4dce-866b-e49bcc147d34","False","False","cltlnmhitch$","S-1-5-21-689311476-2703878803-1764524066-3278",
,"CN=CLTLNRGEMERETH1,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","3/31/2016 2:58:13 PM","False","CLTLNRGEMERETH1","computer","67d3301c-7fb4-4f37-a7f8-36e6d5e01a3c","False","False","CLTLNRGEMERETH1$","S-1-5-21-689311476-2703878803-1764524066-6662",
,"CN=CLTLNKFINNEY,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","1/6/2017 1:00:00 PM","False","CLTLNKFINNEY","computer","0ac9f974-85ac-4cab-8cf7-a0f3dfac92e9","False","False","CLTLNKFINNEY$","S-1-5-21-689311476-2703878803-1764524066-3287",
,"CN=LN-PCSP2,OU=TBD,OU=Computers,OU=corporate,DC=lionel,DC=com","True","4/14/2015 9:08:57 AM","False","LN-PCSP2","computer","4d748602-39e9-4c62-97c1-94e521f2e6b0","False","False","LN-PCSP2$","S-1-5-21-689311476-2703878803-1764524066-6666",
,"CN=CLTLNKEREKES,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","5/2/2016 6:42:15 AM","False","CLTLNKEREKES","computer","55f0f680-b335-4858-99a5-870bc4d21317","False","False","CLTLNKEREKES$","S-1-5-21-689311476-2703878803-1764524066-3288",
,"CN=LNC-PCSP1,OU=App Installer,OU=Computers,OU=corporate,DC=lionel,DC=com","True","8/30/2015 8:24:32 AM","False","LNC-PCSP1","computer","fd488cf3-5bf6-4a6d-a448-4072ddc3c573","False","False","LNC-PCSP1$","S-1-5-21-689311476-2703878803-1764524066-3290",
,"CN=CLTLNJLAPSLEY,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","3/19/2018 4:22:45 PM","False","CLTLNJLAPSLEY","computer","46cdeb22-ef50-406f-959c-4426dc42f9de","False","False","CLTLNJLAPSLEY$","S-1-5-21-689311476-2703878803-1764524066-3291",
,"CN=CLTLNTFUNESTI,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","9/20/2018 2:52:36 AM","False","CLTLNTFUNESTI","computer","3332de49-4478-4be2-af6b-3482339daea3","False","False","CLTLNTFUNESTI$","S-1-5-21-689311476-2703878803-1764524066-3292",
,"CN=CLTLNGHOST,OU=NC,OU=Servers,OU=corporate,DC=lionel,DC=com","True","10/28/2016 3:31:40 PM","False","CLTLNGHOST","computer","80ff688b-358f-45cb-924d-c1ad7624714b","False","False","CLTLNGHOST$","S-1-5-21-689311476-2703878803-1764524066-3300",
,"CN=CLTLNSPARE01,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","10/26/2015 5:17:15 PM","False","CLTLNSPARE01","computer","88077d7e-2f09-420b-af2c-4730e80347f7","False","False","CLTLNSPARE01$","S-1-5-21-689311476-2703878803-1764524066-6670",
,"CN=CLTLNJGRASSMANN,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","1/18/2016 8:37:23 AM","False","CLTLNJGRASSMANN","computer","fbf7e970-3a61-4198-af64-43d0318d95d6","False","False","CLTLNJGRASSMANN$","S-1-5-21-689311476-2703878803-1764524066-3302",
,"CN=cltlnmacsrv,OU=Macs,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","7/15/2015 8:15:15 AM","False","cltlnmacsrv","computer","60a51f41-c716-4995-8c93-157b4b48a9ca","False","False","cltlnmacsrv$","S-1-5-21-689311476-2703878803-1764524066-3326",
,"CN=LN-OLD1,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","8/7/2015 2:41:58 PM","False","LN-OLD1","computer","b2f65553-260d-49f3-8af4-1adfd00994bb","False","False","LN-OLD1$","S-1-5-21-689311476-2703878803-1764524066-6681",
,"CN=LN-VOSTRO3750,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","7/28/2015 5:08:56 PM","False","LN-VOSTRO3750","computer","5eeee4bf-5aca-4ebf-9ecc-4bfd79a5e65e","False","False","LN-VOSTRO3750$","S-1-5-21-689311476-2703878803-1764524066-3488",
,"CN=CLTLNSMCDANIEL,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","8/8/2016 9:14:19 AM","False","CLTLNSMCDANIEL","computer","2a53e338-b2f3-4702-b5e8-ae7466974c0e","False","False","CLTLNSMCDANIEL$","S-1-5-21-689311476-2703878803-1764524066-3499",
,"CN=LN-OLD3,OU=Dev,OU=Computers,OU=corporate,DC=lionel,DC=com","True","6/10/2016 9:31:14 AM","False","LN-OLD3","computer","38b9602b-1d89-41a2-a298-6fa4c1e7c29a","False","False","LN-OLD3$","S-1-5-21-689311476-2703878803-1764524066-6683",
,"CN=cltlnteller,OU=Macs,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","5/31/2016 8:31:33 AM","False","cltlnteller","computer","dce798cc-2ddb-4c18-b07a-3a6f6b25ba65","False","False","cltlnteller$","S-1-5-21-689311476-2703878803-1764524066-3519",
,"CN=CLTLNDMIRRIMAN,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","5/4/2016 11:36:51 AM","False","CLTLNDMIRRIMAN","computer","e4b581f9-3171-419e-8a9b-6850b861ec4c","False","False","CLTLNDMIRRIMAN$","S-1-5-21-689311476-2703878803-1764524066-3520",
,"CN=cltlnjdombrowsk,OU=Macs,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","3/3/2018 10:12:41 PM","False","cltlnjdombrowsk","computer","fcec041d-f9ac-470d-9bf8-cc43bc5316db","False","False","cltlnjdombrowsk$","S-1-5-21-689311476-2703878803-1764524066-6687",
,"CN=CLTLNCOMBOLABEL,OU=Warehouse,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","5/17/2017 9:08:20 AM","False","CLTLNCOMBOLABEL","computer","61d51421-ec02-4da6-80f9-bdd0be6bfd58","False","False","CLTLNCOMBOLABEL$","S-1-5-21-689311476-2703878803-1764524066-3546",
,"CN=CLTLNCRALBASHIR,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","4/28/2016 8:31:55 AM","False","CLTLNCRALBASHIR","computer","fb583068-ccf8-479f-8c07-a82da1bc5301","False","False","CLTLNCRALBASHIR$","S-1-5-21-689311476-2703878803-1764524066-6696",
,"CN=CLTRALBASHIR,OU=App Installer,OU=Computers,OU=corporate,DC=lionel,DC=com","True","11/1/2016 7:46:16 AM","False","CLTRALBASHIR","computer","80bc6437-9610-4143-b07c-a5d1b52ca905","False","False","CLTRALBASHIR$","S-1-5-21-689311476-2703878803-1764524066-6698",
,"CN=CAKSHIRLEY,OU=CA,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","8/30/2018 12:48:48 PM","False","CAKSHIRLEY","computer","54578346-940f-4434-9808-c57bcd84fa55","False","False","CAKSHIRLEY$","S-1-5-21-689311476-2703878803-1764524066-6710",
,"CN=NEWDESKTOP,OU=CA,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","5/12/2017 11:38:02 PM","False","NEWDESKTOP","computer","026d9c5a-863d-4ac4-9c88-04d295467e9d","False","False","NEWDESKTOP$","S-1-5-21-689311476-2703878803-1764524066-6716",
,"CN=CLTLNCMSWERTS,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","7/25/2016 7:24:43 AM","False","CLTLNCMSWERTS","computer","5de8dd4a-fe7a-4277-a1f4-fa9d4d68ad6c","False","False","CLTLNCMSWERTS$","S-1-5-21-689311476-2703878803-1764524066-3562",
,"CN=CLTLNAMILLER,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","5/18/2018 2:54:59 PM","False","CLTLNAMILLER","computer","05aee0f8-ea17-4161-94cc-3d0b258e102c","False","False","CLTLNAMILLER$","S-1-5-21-689311476-2703878803-1764524066-6717",
,"CN=CLTLNCMASHBA,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","6/22/2016 2:30:25 PM","False","CLTLNCMASHBA","computer","0e4ba9b2-b9e6-4238-9eb0-cc51a8fa03d1","False","False","CLTLNCMASHBA$","S-1-5-21-689311476-2703878803-1764524066-6720",
,"CN=CLTLNVLC,CN=Computers,DC=lionel,DC=com","True","5/25/2016 12:59:10 PM","False","CLTLNVLC","computer","12000959-0882-4303-87eb-b5bcf17a1adb","False","False","CLTLNVLC$","S-1-5-21-689311476-2703878803-1764524066-7647",
,"CN=CLTLNDMERRIMAN,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","1/19/2018 9:24:41 AM","False","CLTLNDMERRIMAN","computer","49d9dea9-70ef-4311-a948-b618ce5b3437","False","False","CLTLNDMERRIMAN$","S-1-5-21-689311476-2703878803-1764524066-3571",
,"CN=CLTLNPLOTTER,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","4/20/2017 11:57:43 AM","False","CLTLNPLOTTER","computer","e62657cc-0c9d-4c94-b809-a9faacdd6df4","False","False","CLTLNPLOTTER$","S-1-5-21-689311476-2703878803-1764524066-8150",
,"CN=RIPSERVER,OU=PROD,OU=NC,OU=Servers,OU=corporate,DC=lionel,DC=com","True","5/18/2017 9:01:07 AM","False","RIPSERVER","computer","93461691-a300-4052-8c44-894673e56348","False","False","RIPSERVER$","S-1-5-21-689311476-2703878803-1764524066-6730",
,"CN=CLTLNCLT,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","2/15/2016 6:55:31 AM","False","CLTLNCLT","computer","79acb4cf-82e0-43f6-8edf-4a8187bec05a","False","False","CLTLNCLT$","S-1-5-21-689311476-2703878803-1764524066-6731",
,"CN=CLTLNABLACK,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","9/19/2016 7:58:57 AM","False","CLTLNABLACK","computer","22462511-e66e-47ea-b6e1-cae9497f9e94","False","False","CLTLNABLACK$","S-1-5-21-689311476-2703878803-1764524066-3572",
,"CN=CLTLNLOANER-01,OU=Loaner,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","12/8/2016 6:59:14 AM","False","CLTLNLOANER-01","computer","67f6a7ae-7870-4516-8de6-65aabcdbbf65","False","False","CLTLNLOANER-01$","S-1-5-21-689311476-2703878803-1764524066-6735",
,"CN=LNSFGEMERETH,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","2/20/2018 7:31:27 AM","False","LNSFGEMERETH","computer","b70df8d0-e2f2-489f-9064-cc5193cc5aa2","False","False","LNSFGEMERETH$","S-1-5-21-689311476-2703878803-1764524066-3575",
,"CN=CLTLNAWILSON,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","11/10/2016 9:25:44 AM","False","CLTLNAWILSON","computer","cd815b10-cbfc-4298-bd28-5227e083f99e","False","False","CLTLNAWILSON$","S-1-5-21-689311476-2703878803-1764524066-3576",
,"CN=cltlnmactemp,CN=Computers,DC=lionel,DC=com","True","4/27/2016 3:00:22 PM","False","cltlnmactemp","computer","3f33f23d-19a8-4486-ae99-7fc004f198c7","False","False","cltlnmactemp$","S-1-5-21-689311476-2703878803-1764524066-8161",
,"CN=CLTLNLT-01,OU=App Installer,OU=Computers,OU=corporate,DC=lionel,DC=com","True","4/12/2016 12:54:43 PM","False","CLTLNLT-01","computer","ecff3376-e969-4b6b-b817-bf04783e69b3","False","False","CLTLNLT-01$","S-1-5-21-689311476-2703878803-1764524066-8162",
,"CN=CLTLNSJORDAN,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","6/24/2016 12:11:09 PM","False","CLTLNSJORDAN","computer","1dffda4a-3610-4806-b832-40d72bd02724","False","False","CLTLNSJORDAN$","S-1-5-21-689311476-2703878803-1764524066-7653",
,"CN=CLTLNLOANER-02,OU=App Installer,OU=Computers,OU=corporate,DC=lionel,DC=com","True","8/15/2016 8:22:01 AM","False","CLTLNLOANER-02","computer","29a50783-4aff-43d0-9ffb-9ec108afdf91","False","False","CLTLNLOANER-02$","S-1-5-21-689311476-2703878803-1764524066-7654",
,"CN=cltlnckfmac,OU=Macs,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","4/11/2018 8:22:34 AM","False","cltlnckfmac","computer","82655b25-8c65-47f6-b76a-94a05a272fc4","False","False","cltlnckfmac$","S-1-5-21-689311476-2703878803-1764524066-6741",
,"CN=cltlnsdavist,CN=Computers,DC=lionel,DC=com","True","2/26/2018 2:50:37 PM","False","cltlnsdavist","computer","919dd6ff-0ede-41ac-a447-4dfdc6a36bbe","False","False","cltlnsdavist$","S-1-5-21-689311476-2703878803-1764524066-7662",
,"CN=CLTLNHOLD,OU=PROD,OU=NC,OU=Servers,OU=corporate,DC=lionel,DC=com","False","5/29/2017 8:22:11 PM","False","CLTLNHOLD","computer","d4192216-faa8-4d73-bfdd-4806a15acb34","False","False","CLTLNHOLD$","S-1-5-21-689311476-2703878803-1764524066-3580",
,"CN=CLTLNRALBASHIR,OU=App Installer,OU=Computers,OU=corporate,DC=lionel,DC=com","True","5/3/2016 2:04:34 PM","False","CLTLNRALBASHIR","computer","ce2d25d3-914f-4a03-8c72-20826710e591","False","False","CLTLNRALBASHIR$","S-1-5-21-689311476-2703878803-1764524066-3581",
,"CN=LNSHHITCHCOCK,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","2/6/2018 7:07:50 AM","False","LNSHHITCHCOCK","computer","8039c2c0-570b-48b2-85cb-9d8c187eaad7","False","False","LNSHHITCHCOCK$","S-1-5-21-689311476-2703878803-1764524066-3583",
,"CN=LNSFCELROD,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","7/18/2016 8:13:39 AM","False","LNSFCELROD","computer","20d8c95d-fbcc-4110-83c4-f09e07b583a3","False","False","LNSFCELROD$","S-1-5-21-689311476-2703878803-1764524066-8651",
,"CN=cltlnteller-01,OU=Macs,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","3/10/2017 11:42:56 AM","False","cltlnteller-01","computer","97d23fd3-f9af-4c0e-bcad-2b96a370a67e","False","False","cltlnteller-01$","S-1-5-21-689311476-2703878803-1764524066-7666",
,"CN=CLTLNREN001,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","3/27/2018 2:09:07 PM","False","CLTLNREN001","computer","8570ef2d-6b62-48b5-8ff0-66132d61c184","False","False","CLTLNREN001$","S-1-5-21-689311476-2703878803-1764524066-3590",
,"CN=cltlnjones,CN=Computers,DC=lionel,DC=com","True","5/9/2017 11:10:35 AM","False","cltlnjones","computer","d5835f80-bcc7-4738-ac98-527891783530","False","False","cltlnjones$","S-1-5-21-689311476-2703878803-1764524066-7668",
,"CN=cltlnsglover,CN=Computers,DC=lionel,DC=com","True","1/29/2018 8:24:43 AM","False","cltlnsglover","computer","87e23e11-c595-43da-8486-9765f71fa372","False","False","cltlnsglover$","S-1-5-21-689311476-2703878803-1764524066-8188",
,"CN=CLTLNJMILLER,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","10/6/2017 1:36:25 PM","False","CLTLNJMILLER","computer","87e637de-99ca-47ab-a6cf-b2fb7f46de52","False","False","CLTLNJMILLER$","S-1-5-21-689311476-2703878803-1764524066-8190",
,"CN=CLTLNCDANA,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","9/19/2016 7:35:07 AM","False","CLTLNCDANA","computer","9743c4fd-8ae8-4151-9671-c965a07906fe","False","False","CLTLNCDANA$","S-1-5-21-689311476-2703878803-1764524066-3591",
,"CN=CLTLNIT-02,OU=App Installer,OU=Computers,OU=corporate,DC=lionel,DC=com","True","7/29/2016 2:54:50 PM","False","CLTLNIT-02","computer","5e8c52c5-b763-4153-bdcb-895642acb669","False","False","CLTLNIT-02$","S-1-5-21-689311476-2703878803-1764524066-8665",
,"CN=CLTLNCAHINSON,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","9/22/2016 7:56:19 AM","False","CLTLNCAHINSON","computer","3aa44718-bf43-40d0-9b99-077490aceeec","False","False","CLTLNCAHINSON$","S-1-5-21-689311476-2703878803-1764524066-8666",
,"CN=CLTLNSKUHN,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","4/8/2018 5:12:34 PM","False","CLTLNSKUHN","computer","b7e08339-5423-4a0c-9827-e2c483e7f736","False","False","CLTLNSKUHN$","S-1-5-21-689311476-2703878803-1764524066-8667",
,"CN=CLTLNKFDT,OU=App Installer,OU=Computers,OU=corporate,DC=lionel,DC=com","True","10/11/2017 8:32:24 AM","False","CLTLNKFDT","computer","bb00fbd0-8ad9-4a93-86e4-f6e4b374d205","False","False","CLTLNKFDT$","S-1-5-21-689311476-2703878803-1764524066-8668",
,"CN=CLTLNTPETHEL,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","9/14/2018 7:58:35 AM","False","CLTLNTPETHEL","computer","19397bc3-0a05-422e-9d0f-2421b2d8007f","False","False","CLTLNTPETHEL$","S-1-5-21-689311476-2703878803-1764524066-3598",
,"CN=CLTLNATABORLT,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","9/23/2016 9:08:07 AM","False","CLTLNATABORLT","computer","d7d25af9-149e-4d34-a8b1-327242d2ad3d","False","False","CLTLNATABORLT$","S-1-5-21-689311476-2703878803-1764524066-3601",
,"CN=CLTLNCRSTORE1,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","9/17/2018 3:38:14 PM","False","CLTLNCRSTORE1","computer","1436ab10-6ae8-4d5b-9d23-5997c757cc78","False","False","CLTLNCRSTORE1$","S-1-5-21-689311476-2703878803-1764524066-8196",
,"CN=CLTLNSDADMIN,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","1/9/2018 1:47:44 PM","False","CLTLNSDADMIN","computer","51595de4-8cd2-420b-bdff-ad5c9fcba98f","False","False","CLTLNSDADMIN$","S-1-5-21-689311476-2703878803-1764524066-8197",
,"CN=CLTLNTD,OU=App Installer,OU=Computers,OU=corporate,DC=lionel,DC=com","True","10/28/2016 12:50:43 PM","False","CLTLNTD","computer","ac7b1840-ed18-4837-93e8-df5db27b754a","False","False","CLTLNTD$","S-1-5-21-689311476-2703878803-1764524066-8673",
,"CN=CLTLN-W7SPARE,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","7/9/2018 10:41:33 AM","False","CLTLN-W7SPARE","computer","8c31aafb-1d32-4a44-91a0-b2035efb2640","False","False","CLTLN-W7SPARE$","S-1-5-21-689311476-2703878803-1764524066-3610",
,"CN=CLTLNJFARRELL,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","1/16/2018 10:49:16 AM","False","CLTLNJFARRELL","computer","481490aa-589d-4c87-b908-8d6fe8bd673e","False","False","CLTLNJFARRELL$","S-1-5-21-689311476-2703878803-1764524066-8676",
,"CN=CLTLNJSTEPHENS,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","2/27/2018 3:13:43 PM","False","CLTLNJSTEPHENS","computer","4b692c66-7135-4227-915e-658b1552b5d9","False","False","CLTLNJSTEPHENS$","S-1-5-21-689311476-2703878803-1764524066-8206",
,"CN=CLTLN-112216,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","12/12/2017 8:53:19 AM","False","CLTLN-112216","computer","fa6d889c-6467-411c-90e6-af7dc92029e3","False","False","CLTLN-112216$","S-1-5-21-689311476-2703878803-1764524066-3612",
,"CN=SPARE11172016,CN=Computers,DC=lionel,DC=com","True","12/12/2016 10:16:01 AM","False","SPARE11172016","computer","a6e862d4-4b43-484f-a97b-5d165836fee3","False","False","SPARE11172016$","S-1-5-21-689311476-2703878803-1764524066-8209",
,"CN=CLTLNBPLOWMAN,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","False","3/20/2017 9:30:15 AM","False","CLTLNBPLOWMAN","computer","7e22f618-25f1-44ab-9e8b-dd02bacd3a60","False","False","CLTLNBPLOWMAN$","S-1-5-21-689311476-2703878803-1764524066-8679",
,"CN=CLTLNAMUSSER,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","8/19/2018 1:17:52 PM","False","CLTLNAMUSSER","computer","67e7ad34-e4f2-4fd5-b213-5f3e3f0f756e","False","False","CLTLNAMUSSER$","S-1-5-21-689311476-2703878803-1764524066-8211",
